sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_ShotGun_Shoke_A.prefab,ShotgunPack1,Muzzle_ShotGun_Shoke_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,168,0.022,0.026,0.017,0.026,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_ShotGun_Shoke_A_X2.prefab,ShotgunPack1,Muzzle_ShotGun_Shoke_A_X2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,336,0.022,0.052,0.018,0.052,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_ShotGun_Suppresor_A.prefab,ShotgunPack1,Muzzle_ShotGun_Suppresor_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,331,0.045,0.088,0.348,0.348,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_A.prefab,ShotgunPack1,Muzzle_Suppressor_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,292,0.043,0.049,0.237,0.237,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_B.prefab,ShotgunPack1,Muzzle_Suppressor_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,364,0.051,0.058,0.267,0.267,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_C.prefab,ShotgunPack1,Muzzle_Suppressor_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,452,0.048,0.055,0.155,0.155,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_D.prefab,ShotgunPack1,Muzzle_Suppressor_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.04,0.047,0.24,0.24,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_E.prefab,ShotgunPack1,Muzzle_Suppressor_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,296,0.043,0.05,0.263,0.263,none-authored,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_A.prefab,ShotgunPack1,Optic_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,524,0.045,0.066,0.076,0.076,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_B.prefab,ShotgunPack1,Optic_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,606,0.05,0.088,0.13,0.13,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_C.prefab,ShotgunPack1,Optic_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,932,0.064,0.124,0.202,0.202,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_D.prefab,ShotgunPack1,Optic_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,786,0.051,0.09,0.16,0.16,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_E.prefab,ShotgunPack1,Optic_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.06,0.086,0.088,0.088,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_F.prefab,ShotgunPack1,Optic_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.055,0.103,0.09,0.103,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_G.prefab,ShotgunPack1,Optic_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,4,932,0.057,0.071,0.044,0.071,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_H.prefab,ShotgunPack1,Optic_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1798,0.066,0.146,0.176,0.176,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_I.prefab,ShotgunPack1,Optic_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1220,0.06,0.092,0.118,0.118,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_J.prefab,ShotgunPack1,Optic_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,3,2128,0.064,0.135,0.195,0.195,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_K.prefab,ShotgunPack1,Optic_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1220,0.067,0.124,0.21,0.21,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/Optics/Optics/Optic_L.prefab,ShotgunPack1,Optic_L,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,4,2052,0.068,0.101,0.258,0.258,none-authored,none-authored,toon,StylizedToonWorldKit/Surface/Glass|StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_A.prefab,ShotgunPack1,ForwardGrip_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,352,0.053,0.077,0.17,0.17,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_B.prefab,ShotgunPack1,ForwardGrip_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,284,0.05,0.105,0.067,0.105,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_C.prefab,ShotgunPack1,ForwardGrip_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,352,0.044,0.155,0.06,0.155,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D.prefab,ShotgunPack1,ForwardGrip_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,624,0.045,0.115,0.07,0.115,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_E.prefab,ShotgunPack1,ForwardGrip_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,488,0.05,0.164,0.045,0.164,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_F.prefab,ShotgunPack1,ForwardGrip_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,450,0.05,0.07,0.128,0.128,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_G.prefab,ShotgunPack1,ForwardGrip_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,386,0.053,0.056,0.056,0.056,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_H.prefab,ShotgunPack1,ForwardGrip_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,532,0.048,0.118,0.063,0.118,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_I.prefab,ShotgunPack1,ForwardGrip_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,616,0.05,0.1,0.154,0.154,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_A.prefab,ShotgunPack1,Bullet_A,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,2,172,0.012,0.014,0.074,0.074,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_B.prefab,ShotgunPack1,Bullet_B,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,2,268,0.012,0.014,0.072,0.072,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_C.prefab,ShotgunPack1,Bullet_C,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,2,196,0.012,0.014,0.075,0.075,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_A.prefab,ShotgunPack1,Bullet_ShotGun_A,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,1,164,0.024,0.028,0.081,0.081,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_B.prefab,ShotgunPack1,Bullet_ShotGun_B,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,1,188,0.024,0.028,0.081,0.081,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_C.prefab,ShotgunPack1,Bullet_ShotGun_C,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,1,476,0.024,0.028,0.081,0.081,none-authored,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_A_1.prefab,ShotgunPack1,AR_A_1,DuplicateModel,same mesh signature as integrated WPN_AssaultRifle_M4A1,,TwoHanded,,,WPN_AssaultRifle_M4A1,1,12,8104,0.096,0.331,0.629,0.629,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_A_2.prefab,ShotgunPack1,AR_A_2,CompleteWeaponCandidate,distinct weapon body,AssaultRifle,TwoHanded,SingleHitscan,high,,1,11,6978,0.093,0.237,0.761,0.761,child-hit:1,none-authored,toon,StylizedToonWorldKit/Toon/Toon Lit,ONBOARD candidate,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_B.prefab,ShotgunPack1,AR_B,DuplicateModel,same mesh signature as integrated WPN_AssaultRifle_AK47,,TwoHanded,,,WPN_AssaultRifle_AK47,1,9,5620,0.1,0.271,0.537,0.537,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_C.prefab,ShotgunPack1,AR_C,DuplicateModel,same mesh signature as integrated WPN_AssaultRifle_SCARL,,TwoHanded,,,WPN_AssaultRifle_SCARL,1,13,7602,0.104,0.243,0.636,0.636,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_D.prefab,ShotgunPack1,AR_D,DuplicateModel,same mesh signature as integrated WPN_AssaultRifle_G36C,,TwoHanded,,,WPN_AssaultRifle_G36C,1,12,6348,0.078,0.268,0.605,0.605,child-hit:2,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_E.prefab,ShotgunPack1,AR_E,DuplicateModel,same mesh signature as integrated WPN_AssaultRifle_FAMAS,,TwoHanded,,,WPN_AssaultRifle_FAMAS,1,6,3664,0.072,0.334,0.862,0.862,child-hit:2,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_A.prefab,ShotgunPack1,ShotGun_A,DuplicateModel,same mesh signature as integrated WPN_Shotgun_AA12,,TwoHanded,,,WPN_Shotgun_AA12,1,10,4506,0.059,0.304,0.867,0.867,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_B.prefab,ShotgunPack1,ShotGun_B,DuplicateModel,same mesh signature as integrated WPN_Shotgun_Mossberg500,,TwoHanded,,,WPN_Shotgun_Mossberg500,1,9,2964,0.07,0.184,0.626,0.626,child-hit:2,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_C.prefab,ShotgunPack1,ShotGun_C,DuplicateModel,same mesh signature as integrated WPN_Shotgun_SPAS12,,TwoHanded,,,WPN_Shotgun_SPAS12,1,12,4532,0.077,0.199,0.595,0.595,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_D.prefab,ShotgunPack1,ShotGun_D,CompleteWeaponCandidate,"distinct weapon body. FAMILY RE-EXAMINED M7.2: an earlier note called this an AK-pattern RIFLE. That is NOT evidenced. Its part hierarchy (Barrel, BarrelGuard, Bolt, Grip, Mag, Rail, Receiver, Sight, Stock, Trigger) matches its sibling ShotGun_A/B/C bodies in the same pack; a _Mag part is the pack's convention for ALL shotguns, not a rifle marker. Length 0.560 m sits with the pump shotguns (0.626 m), not the AK (1.156 m). Kept as Shotgun.",Shotgun,TwoHanded,MultiPelletHitscan,medium,,1,11,4070,0.086,0.241,0.56,0.56,child-hit:3,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,OWNER_CONFIRM_FAMILY — render is ambiguous between an AK rifle and a Saiga-pattern (AK-receiver) combat shotgun. Confirm when authoring grips.,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_E.prefab,ShotgunPack1,ShotGun_E,DuplicateModel,same mesh signature as integrated WPN_Shotgun_DoubleBarrel,,TwoHanded,,,WPN_Shotgun_DoubleBarrel,1,6,2262,0.065,0.235,1.162,1.162,child-hit:2,child-hit:1,toon,StylizedToonWorldKit/Toon/Toon Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Brake_J.prefab,MW4,Muzzle_Brake_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,874,0.038,0.054,0.109,0.109,none-authored,child-hit:1,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_L.prefab,MW4,Muzzle_Suppressor_L,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2464,0.043,0.05,0.252,0.252,none-authored,child-hit:1,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_L_Sand.prefab,MW4,Muzzle_Suppressor_L_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2464,0.043,0.05,0.252,0.252,none-authored,child-hit:1,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_D.prefab,MW4,Muzzle_Recon_Brake_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1044,0.033,0.039,0.131,0.131,none-authored,child-hit:1,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_A.prefab,MW4,Mag_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,3152,0.048,0.266,0.116,0.266,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_A_Sand.prefab,MW4,Mag_A_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,3152,0.048,0.266,0.116,0.266,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_B.prefab,MW4,Mag_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2186,0.05,0.26,0.119,0.26,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_B_Sand.prefab,MW4,Mag_B_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2186,0.05,0.26,0.119,0.26,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_C.prefab,MW4,Mag_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1946,0.046,0.267,0.129,0.267,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_C_Sand.prefab,MW4,Mag_C_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1946,0.046,0.267,0.129,0.267,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Optics/Optics/Optic_AQ.prefab,MW4,Optic_AQ,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,3022,0.061,0.11,0.121,0.121,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Optics/Optics_Recon/Optic_Recon_T.prefab,MW4,Optic_Recon_T,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,3866,0.075,0.145,0.398,0.398,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/UnderBarrels/GrenadeLaunchers/GrenadeLauncher_C.prefab,MW4,GrenadeLauncher_C,LaterSpecialFamily,launcher/mounted family; no runtime fire mode implemented,Launcher,,Projectile,high,,1,6,7416,0.096,0.217,0.486,0.486,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,LATER — needs Projectile runtime,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/UnderBarrels/GrenadeLaunchers/GrenadeLauncher_C_Sand.prefab,MW4,GrenadeLauncher_C_Sand,ColourVariant,colour variant of the base model,,,,,GrenadeLauncher_C,1,6,7416,0.096,0.217,0.486,0.486,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets/Bullet_F.prefab,MW4,Bullet_F,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,2,352,0.012,0.014,0.074,0.074,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets/Bullets_PreSet/Bullets_F.prefab,MW4,Bullets_F,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,6,1056,0.012,0.014,0.074,0.074,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_Pistol/Bullet_Pistol_F.prefab,MW4,Bullet_Pistol_F,AttachmentOrPart,"projectile or thrown VFX, not a held weapon",,,,,,1,2,340,0.012,0.013,0.032,0.032,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
