asset_path,clip_name,profile,status,reason,runtime_keys
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete22RunningLoop.wav","Concrete22RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete22WalkingLoop.wav","Concrete22WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete23FastWalkingLoop.wav","Concrete23FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete23Jump.wav","Concrete23Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete23RunningLoop.wav","Concrete23RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete24FastWalkingLoop.wav","Concrete24FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete24Jump.wav","Concrete24Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete24RunningLoop.wav","Concrete24RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/Concrete/Concrete24WalkingLoop.wav","Concrete24WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround01FastWalkingLoop.wav","EarthGround01FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround01Jump.wav","EarthGround01Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround01RunningLoop.wav","EarthGround01RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround01WalkingLoop.wav","EarthGround01WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround02FastWalkingLoop.wav","EarthGround02FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround02Jump.wav","EarthGround02Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround02RunningLoop.wav","EarthGround02RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround02WalkingLoop.wav","EarthGround02WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround03FastRunningLoop.wav","EarthGround03FastRunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround03FastWalkingLoop.wav","EarthGround03FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround03Jump.wav","EarthGround03Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround03RunningLoop.wav","EarthGround03RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround03WalkingLoop.wav","EarthGround03WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround04FastRunningLoop.wav","EarthGround04FastRunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround04FastWalkingLoop.wav","EarthGround04FastWalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround04Jumping.wav","EarthGround04Jumping","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround04RunningLoop.wav","EarthGround04RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround04WalkingLoop.wav","EarthGround04WalkingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround05FastWakingLoop.wav","EarthGround05FastWakingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround05Jump.wav","EarthGround05Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround05RunningLoop.wav","EarthGround05RunningLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround05WakingLoop.wav","EarthGround05WakingLoop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround06FastWalking_loop.wav","EarthGround06FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround06Jump.wav","EarthGround06Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround06Running_loop.wav","EarthGround06Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround06Walking_loop.wav","EarthGround06Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround07FastWalking_loop.wav","EarthGround07FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround07Jump.wav","EarthGround07Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround07Running_loop.wav","EarthGround07Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround07Walking_loop.wav","EarthGround07Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround08FastWalking_loop.wav","EarthGround08FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround08Jump.wav","EarthGround08Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround08Running_loop.wav","EarthGround08Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround08Walking_loop.wav","EarthGround08Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround09FastRunning_loop.wav","EarthGround09FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround09FastWalking_loop.wav","EarthGround09FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround09Jump.wav","EarthGround09Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround09Running_loop.wav","EarthGround09Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround09Walking_loop.wav","EarthGround09Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround10FastRunning_loop.wav","EarthGround10FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround10FastWalking_loop.wav","EarthGround10FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround10Jump.wav","EarthGround10Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround10Running_loop.wav","EarthGround10Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround10Walking_loop.wav","EarthGround10Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround11FastWalking_loop.wav","EarthGround11FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround11Jump.wav","EarthGround11Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround11RunningFast_loop.wav","EarthGround11RunningFast_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround11Running_loop.wav","EarthGround11Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround11Walking_loop.wav","EarthGround11Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround12FastRunning_loop.wav","EarthGround12FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround12FastWalking_loop.wav","EarthGround12FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround12Jump.wav","EarthGround12Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround12Running_loop.wav","EarthGround12Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround12Walking_loop.wav","EarthGround12Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround13FastRunning_loop.wav","EarthGround13FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround13FastWalking_loop.wav","EarthGround13FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround13Jump.wav","EarthGround13Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround13Running_loop.wav","EarthGround13Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround13Walking_loop.wav","EarthGround13Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround14FastRunning_loop.wav","EarthGround14FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround14FastWalking_loop.wav","EarthGround14FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround14Jump.wav","EarthGround14Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround14Running_loop.wav","EarthGround14Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround14Walking_loop.wav","EarthGround14Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround15FastRunning_loop.wav","EarthGround15FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround15FastWalking_loop.wav","EarthGround15FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround15Jump.wav","EarthGround15Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround15Running_loop.wav","EarthGround15Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround15Walking_loop.wav","EarthGround15Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround16FastRunning_loop.wav","EarthGround16FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround16FastWalking_loop.wav","EarthGround16FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround16Jump.wav","EarthGround16Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround16Running_loop.wav","EarthGround16Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround16Walking_loop.wav","EarthGround16Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround17FastRunning_loop.wav","EarthGround17FastRunning_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround17FastWalking_loop.wav","EarthGround17FastWalking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround17Jump.wav","EarthGround17Jump","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround17Running_loop.wav","EarthGround17Running_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/Loops/EarthGround/EarthGround17Walking_loop.wav","EarthGround17Walking_loop","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
